,Unnamed: 0,category,message
1716,,Drug/Narcotics,I blacked out
1717,,Drug/Narcotics,I was drinking
1718,,Drug/Narcotics,I  had vodka
1719,,Drug/Narcotics,I  has beer
1720,,Drug/Narcotics,I at a bar
1721,,Drug/Narcotics,I gin
1722,,Drug/Narcotics,I possession
1723,,Drug/Narcotics,I bong
1724,,Drug/Narcotics,I selling drugs
1725,,Drug/Narcotics,I dealing drugs
1726,,Drug/Narcotics,I dealing weed
1727,,Drug/Narcotics,I rock
1728,,Drug/Narcotics,I ounce
1729,,Drug/Narcotics,I gram
1730,,Drug/Narcotics,I has white powder
1731,,Drug/Narcotics,I trafficking
1732,,Drug/Narcotics,I has a lot of drugs
1733,,Drug/Narcotics,I has a shipment
1734,,Drug/Narcotics,I hallucinating
1735,,Drug/Narcotics,I tripping out
1736,,Drug/Narcotics,I took acid
1737,,Drug/Narcotics,I is addicted to
1738,,Drug/Narcotics,I growing weed
1739,,Drug/Narcotics,I cooking meth
1740,,Drug/Narcotics,I making meth
1741,,Drug/Narcotics,I is making drugs
1742,,Drug/Narcotics,I smoking a blunt
1743,,Drug/Narcotics,I tripping out
1744,,Drug/Narcotics,I drank too much
1745,,Drug/Narcotics,I greened out
1746,,Drug/Narcotics,I shooting up at
1747,,Drug/Narcotics,I shooting up in
1748,,Drug/Narcotics,I alley
1749,,Drug/Narcotics,I trap
1750,,Drug/Narcotics,We took drugs
1751,,Drug/Narcotics,We snorted drugs
1752,,Drug/Narcotics,We had drugs
1753,,Drug/Narcotics,We smoked drugs
1754,,Drug/Narcotics,We injected drugs
1755,,Drug/Narcotics,We doing drugs
1756,,Drug/Narcotics,We heroin
1757,,Drug/Narcotics,We had meth
1758,,Drug/Narcotics,We had crack
1759,,Drug/Narcotics,We had weed
1760,,Drug/Narcotics,We had coke
1761,,Drug/Narcotics,We had cocaine
1762,,Drug/Narcotics,We doing meth
1763,,Drug/Narcotics,We doing coke
1764,,Drug/Narcotics,We was selling drugs
1765,,Drug/Narcotics,We was selling coke
1766,,Drug/Narcotics,We was selling meth
1767,,Drug/Narcotics,We was selling weed
1768,,Drug/Narcotics,We cocaine
1769,,Drug/Narcotics,We coke
1770,,Drug/Narcotics,We was selling xanax
1771,,Drug/Narcotics,We smoked weed
1772,,Drug/Narcotics,We smoked crack
1773,,Drug/Narcotics,We smoked meth
1774,,Drug/Narcotics,We smoked from a pipe
1775,,Drug/Narcotics,We had a joint
1776,,Drug/Narcotics,We smells like weed
1777,,Drug/Narcotics,We smells like skunk
1778,,Drug/Narcotics,We had needles
1779,,Drug/Narcotics,We dropped needles
1780,,Drug/Narcotics,We has Heroin needles
1781,,Drug/Narcotics,We  seems high
1782,,Drug/Narcotics,We has used ecstasy
1783,,Drug/Narcotics,We has used Amphetamines
1784,,Drug/Narcotics,We has used Cocaine
1785,,Drug/Narcotics,We has used Methamphetamine
1786,,Drug/Narcotics,We has used crack
1787,,Drug/Narcotics,We on drugs
1788,,Drug/Narcotics,We Marijuana Dispensary
1789,,Drug/Narcotics,We weed
1790,,Drug/Narcotics,We smells like weed
1791,,Drug/Narcotics,We Marijuana
1792,,Drug/Narcotics,We did dumb things because they are drunk
1793,,Drug/Narcotics,We drunk in public
1794,,Drug/Narcotics,We smells like alcohol
1795,,Drug/Narcotics,We blacked out
1796,,Drug/Narcotics,We was drinking
1797,,Drug/Narcotics,We  had vodka
1798,,Drug/Narcotics,We  has beer
1799,,Drug/Narcotics,We at a bar
1800,,Drug/Narcotics,We gin
1801,,Drug/Narcotics,We possession
1802,,Drug/Narcotics,We bong
1803,,Drug/Narcotics,We selling drugs
1804,,Drug/Narcotics,We dealing drugs
1805,,Drug/Narcotics,We dealing weed
1806,,Drug/Narcotics,We rock
1807,,Drug/Narcotics,We ounce
1808,,Drug/Narcotics,We gram
1809,,Drug/Narcotics,We has white powder
1810,,Drug/Narcotics,We trafficking
1811,,Drug/Narcotics,We has a lot of drugs
1812,,Drug/Narcotics,We has a shipment
1813,,Drug/Narcotics,We hallucinating
1814,,Drug/Narcotics,We tripping out
1815,,Drug/Narcotics,We took acid
1816,,Drug/Narcotics,We is addicted to
1817,,Drug/Narcotics,We growing weed
1818,,Drug/Narcotics,We cooking meth
1819,,Drug/Narcotics,We making meth
1820,,Drug/Narcotics,We is making drugs
1821,,Drug/Narcotics,We smoking a blunt
1822,,Drug/Narcotics,We tripping out
1823,,Drug/Narcotics,We drank too much
1824,,Drug/Narcotics,We greened out
1825,,Drug/Narcotics,We shooting up at
1826,,Drug/Narcotics,We shooting up in
1827,,Drug/Narcotics,We alley
1828,,Drug/Narcotics,We trap
1829,,Drug/Narcotics,men took drugs
1830,,Drug/Narcotics,men snorted drugs
1831,,Drug/Narcotics,men had drugs
1832,,Drug/Narcotics,men smoked drugs
1833,,Drug/Narcotics,men injected drugs
1834,,Drug/Narcotics,men doing drugs
1835,,Drug/Narcotics,men heroin
1836,,Drug/Narcotics,men had meth
1837,,Drug/Narcotics,men had crack
1838,,Drug/Narcotics,men had weed
1839,,Drug/Narcotics,men had coke
1840,,Drug/Narcotics,men had cocaine
1841,,Drug/Narcotics,men doing meth
1842,,Drug/Narcotics,men doing coke
1843,,Drug/Narcotics,men was selling drugs
1844,,Drug/Narcotics,men was selling coke
1845,,Drug/Narcotics,men was selling meth
1846,,Drug/Narcotics,men was selling weed
1847,,Drug/Narcotics,men cocaine
1848,,Drug/Narcotics,men coke
1849,,Drug/Narcotics,men was selling xanax
1850,,Drug/Narcotics,men smoked weed
1851,,Drug/Narcotics,men smoked crack
1852,,Drug/Narcotics,men smoked meth
1853,,Drug/Narcotics,men smoked from a pipe
1854,,Drug/Narcotics,men had a joint
1855,,Drug/Narcotics,men smells like weed
1856,,Drug/Narcotics,men smells like skunk
1857,,Drug/Narcotics,men had needles
1858,,Drug/Narcotics,men dropped needles
1859,,Drug/Narcotics,men has Heroin needles
1860,,Drug/Narcotics,men  seems high
1861,,Drug/Narcotics,men has used ecstasy
1862,,Drug/Narcotics,men has used Amphetamines
1863,,Drug/Narcotics,men has used Cocaine
1864,,Drug/Narcotics,men has used Methamphetamine
1865,,Drug/Narcotics,men has used crack
1866,,Drug/Narcotics,men on drugs
1867,,Drug/Narcotics,men Marijuana Dispensary
1868,,Drug/Narcotics,men weed
1869,,Drug/Narcotics,men smells like weed
1870,,Drug/Narcotics,men Marijuana
1871,,Drug/Narcotics,men did dumb things because they are drunk
1872,,Drug/Narcotics,men drunk in public
1873,,Drug/Narcotics,men smells like alcohol
1874,,Drug/Narcotics,men blacked out
1875,,Drug/Narcotics,men was drinking
1876,,Drug/Narcotics,men  had vodka
1877,,Drug/Narcotics,men  has beer
1878,,Drug/Narcotics,men at a bar
1879,,Drug/Narcotics,men gin
1880,,Drug/Narcotics,men possession
1881,,Drug/Narcotics,men bong
1882,,Drug/Narcotics,men selling drugs
1883,,Drug/Narcotics,men dealing drugs
1884,,Drug/Narcotics,men dealing weed
1885,,Drug/Narcotics,men rock
1886,,Drug/Narcotics,men ounce
1887,,Drug/Narcotics,men gram
1888,,Drug/Narcotics,men has white powder
1889,,Drug/Narcotics,men trafficking
1890,,Drug/Narcotics,men has a lot of drugs
1891,,Drug/Narcotics,men has a shipment
1892,,Drug/Narcotics,men hallucinating
1893,,Drug/Narcotics,men tripping out
1894,,Drug/Narcotics,men took acid
1895,,Drug/Narcotics,men is addicted to
1896,,Drug/Narcotics,men growing weed
1897,,Drug/Narcotics,men cooking meth
1898,,Drug/Narcotics,men making meth
1899,,Drug/Narcotics,men is making drugs
1900,,Drug/Narcotics,men smoking a blunt
1901,,Drug/Narcotics,men tripping out
1902,,Drug/Narcotics,men drank too much
1903,,Drug/Narcotics,men greened out
1904,,Drug/Narcotics,men shooting up at
1905,,Drug/Narcotics,men shooting up in
1906,,Drug/Narcotics,men alley
1907,,Drug/Narcotics,men trap
1908,,Drug/Narcotics,women took drugs
1909,,Drug/Narcotics,women snorted drugs
1910,,Drug/Narcotics,women had drugs
1911,,Drug/Narcotics,women smoked drugs
1912,,Drug/Narcotics,women injected drugs
1913,,Drug/Narcotics,women doing drugs
1914,,Drug/Narcotics,women heroin
1915,,Drug/Narcotics,women had meth
1916,,Drug/Narcotics,women had crack
1917,,Drug/Narcotics,women had weed
1918,,Drug/Narcotics,women had coke
1919,,Drug/Narcotics,women had cocaine
1920,,Drug/Narcotics,women doing meth
1921,,Drug/Narcotics,women doing coke
1922,,Drug/Narcotics,women was selling drugs
1923,,Drug/Narcotics,women was selling coke
1924,,Drug/Narcotics,women was selling meth
1925,,Drug/Narcotics,women was selling weed
1926,,Drug/Narcotics,women cocaine
1927,,Drug/Narcotics,women coke
1928,,Drug/Narcotics,women was selling xanax
1929,,Drug/Narcotics,women smoked weed
1930,,Drug/Narcotics,women smoked crack
1931,,Drug/Narcotics,women smoked meth
1932,,Drug/Narcotics,women smoked from a pipe
1933,,Drug/Narcotics,women had a joint
1934,,Drug/Narcotics,women smells like weed
1935,,Drug/Narcotics,women smells like skunk
1936,,Drug/Narcotics,women had needles
1937,,Drug/Narcotics,women dropped needles
1938,,Drug/Narcotics,women has Heroin needles
1939,,Drug/Narcotics,women  seems high
1940,,Drug/Narcotics,women has used ecstasy
1941,,Drug/Narcotics,women has used Amphetamines
1942,,Drug/Narcotics,women has used Cocaine
1943,,Drug/Narcotics,women has used Methamphetamine
1944,,Drug/Narcotics,women has used crack
1945,,Drug/Narcotics,women on drugs
1946,,Drug/Narcotics,women Marijuana Dispensary
1947,,Drug/Narcotics,women weed
1948,,Drug/Narcotics,women smells like weed
1949,,Drug/Narcotics,women Marijuana
1950,,Drug/Narcotics,women did dumb things because they are drunk
1951,,Drug/Narcotics,women drunk in public
1952,,Drug/Narcotics,women smells like alcohol
1953,,Drug/Narcotics,women blacked out
1954,,Drug/Narcotics,women was drinking
1955,,Drug/Narcotics,women  had vodka
1956,,Drug/Narcotics,women  has beer
1957,,Drug/Narcotics,women at a bar
1958,,Drug/Narcotics,women gin
1959,,Drug/Narcotics,women possession
1960,,Drug/Narcotics,women bong
1961,,Drug/Narcotics,women selling drugs
1962,,Drug/Narcotics,women dealing drugs
1963,,Drug/Narcotics,women dealing weed
1964,,Drug/Narcotics,women rock
1965,,Drug/Narcotics,women ounce
1966,,Drug/Narcotics,women gram
1967,,Drug/Narcotics,women has white powder
1968,,Drug/Narcotics,women trafficking
1969,,Drug/Narcotics,women has a lot of drugs
1970,,Drug/Narcotics,women has a shipment
1971,,Drug/Narcotics,women hallucinating
1972,,Drug/Narcotics,women tripping out
1973,,Drug/Narcotics,women took acid
1974,,Drug/Narcotics,women is addicted to
1975,,Drug/Narcotics,women growing weed
1976,,Drug/Narcotics,women cooking meth
1977,,Drug/Narcotics,women making meth
1978,,Drug/Narcotics,women is making drugs
1979,,Drug/Narcotics,women smoking a blunt
1980,,Drug/Narcotics,women tripping out
1981,,Drug/Narcotics,women drank too much
1982,,Drug/Narcotics,women greened out
1983,,Drug/Narcotics,women shooting up at
1984,,Drug/Narcotics,women shooting up in
1985,,Drug/Narcotics,women alley
1986,,Drug/Narcotics,women trap
1987,,Drug/Narcotics,a guy took drugs
1988,,Drug/Narcotics,a guy snorted drugs
1989,,Drug/Narcotics,a guy had drugs
1990,,Drug/Narcotics,a guy smoked drugs
1991,,Drug/Narcotics,a guy injected drugs
1992,,Drug/Narcotics,a guy doing drugs
1993,,Drug/Narcotics,a guy heroin
1994,,Drug/Narcotics,a guy had meth
1995,,Drug/Narcotics,a guy had crack
1996,,Drug/Narcotics,a guy had weed
1997,,Drug/Narcotics,a guy had coke
1998,,Drug/Narcotics,a guy had cocaine
1999,,Drug/Narcotics,a guy doing meth
2000,,Drug/Narcotics,a guy doing coke
2001,,Drug/Narcotics,a guy was selling drugs
2002,,Drug/Narcotics,a guy was selling coke
2003,,Drug/Narcotics,a guy was selling meth
2004,,Drug/Narcotics,a guy was selling weed
2005,,Drug/Narcotics,a guy cocaine
2006,,Drug/Narcotics,a guy coke
2007,,Drug/Narcotics,a guy was selling xanax
2008,,Drug/Narcotics,a guy smoked weed
2009,,Drug/Narcotics,a guy smoked crack
2010,,Drug/Narcotics,a guy smoked meth
2011,,Drug/Narcotics,a guy smoked from a pipe
2012,,Drug/Narcotics,a guy had a joint
2013,,Drug/Narcotics,a guy smells like weed
2014,,Drug/Narcotics,a guy smells like skunk
2015,,Drug/Narcotics,a guy had needles
2016,,Drug/Narcotics,a guy dropped needles
2017,,Drug/Narcotics,a guy has Heroin needles
2018,,Drug/Narcotics,a guy  seems high
2019,,Drug/Narcotics,a guy has used ecstasy
2020,,Drug/Narcotics,a guy has used Amphetamines
2021,,Drug/Narcotics,a guy has used Cocaine
2022,,Drug/Narcotics,a guy has used Methamphetamine
2023,,Drug/Narcotics,a guy has used crack
2024,,Drug/Narcotics,a guy on drugs
2025,,Drug/Narcotics,a guy Marijuana Dispensary
2026,,Drug/Narcotics,a guy weed
2027,,Drug/Narcotics,a guy smells like weed
2028,,Drug/Narcotics,a guy Marijuana
2029,,Drug/Narcotics,a guy did dumb things because they are drunk
2030,,Drug/Narcotics,a guy drunk in public
2031,,Drug/Narcotics,a guy smells like alcohol
2032,,Drug/Narcotics,a guy blacked out
2033,,Drug/Narcotics,a guy was drinking
2034,,Drug/Narcotics,a guy  had vodka
2035,,Drug/Narcotics,a guy  has beer
2036,,Drug/Narcotics,a guy at a bar
2037,,Drug/Narcotics,a guy gin
2038,,Drug/Narcotics,a guy possession
2039,,Drug/Narcotics,a guy bong
2040,,Drug/Narcotics,a guy selling drugs
2041,,Drug/Narcotics,a guy dealing drugs
2042,,Drug/Narcotics,a guy dealing weed
2043,,Drug/Narcotics,a guy rock
2044,,Drug/Narcotics,a guy ounce
2045,,Drug/Narcotics,a guy gram
2046,,Drug/Narcotics,a guy has white powder
2047,,Drug/Narcotics,a guy trafficking
2048,,Drug/Narcotics,a guy has a lot of drugs
2049,,Drug/Narcotics,a guy has a shipment
2050,,Drug/Narcotics,a guy hallucinating
2051,,Drug/Narcotics,a guy tripping out
2052,,Drug/Narcotics,a guy took acid
2053,,Drug/Narcotics,a guy is addicted to
2054,,Drug/Narcotics,a guy growing weed
2055,,Drug/Narcotics,a guy cooking meth
2056,,Drug/Narcotics,a guy making meth
2057,,Drug/Narcotics,a guy is making drugs
2058,,Drug/Narcotics,a guy smoking a blunt
2059,,Drug/Narcotics,a guy tripping out
2060,,Drug/Narcotics,a guy drank too much
2061,,Drug/Narcotics,a guy greened out
2062,,Drug/Narcotics,a guy shooting up at
2063,,Drug/Narcotics,a guy shooting up in
2064,,Drug/Narcotics,a guy alley
2065,,Drug/Narcotics,a guy trap
2066,,Drug/Narcotics,that person took drugs
2067,,Drug/Narcotics,that person snorted drugs
2068,,Drug/Narcotics,that person had drugs
2069,,Drug/Narcotics,that person smoked drugs
2070,,Drug/Narcotics,that person injected drugs
2071,,Drug/Narcotics,that person doing drugs
2072,,Drug/Narcotics,that person heroin
2073,,Drug/Narcotics,that person had meth
2074,,Drug/Narcotics,that person had crack
2075,,Drug/Narcotics,that person had weed
2076,,Drug/Narcotics,that person had coke
2077,,Drug/Narcotics,that person had cocaine
2078,,Drug/Narcotics,that person doing meth
2079,,Drug/Narcotics,that person doing coke
2080,,Drug/Narcotics,that person was selling drugs
2081,,Drug/Narcotics,that person was selling coke
2082,,Drug/Narcotics,that person was selling meth
2083,,Drug/Narcotics,that person was selling weed
2084,,Drug/Narcotics,that person cocaine
2085,,Drug/Narcotics,that person coke
2086,,Drug/Narcotics,that person was selling xanax
2087,,Drug/Narcotics,that person smoked weed
2088,,Drug/Narcotics,that person smoked crack
2089,,Drug/Narcotics,that person smoked meth
2090,,Drug/Narcotics,that person smoked from a pipe
2091,,Drug/Narcotics,that person had a joint
2092,,Drug/Narcotics,that person smells like weed
2093,,Drug/Narcotics,that person smells like skunk
2094,,Drug/Narcotics,that person had needles
2095,,Drug/Narcotics,that person dropped needles
2096,,Drug/Narcotics,that person has Heroin needles
2097,,Drug/Narcotics,that person  seems high
2098,,Drug/Narcotics,that person has used ecstasy
2099,,Drug/Narcotics,that person has used Amphetamines
2100,,Drug/Narcotics,that person has used Cocaine
2101,,Drug/Narcotics,that person has used Methamphetamine
2102,,Drug/Narcotics,that person has used crack
2103,,Drug/Narcotics,that person on drugs
2104,,Drug/Narcotics,that person Marijuana Dispensary
2105,,Drug/Narcotics,that person weed
2106,,Drug/Narcotics,that person smells like weed
2107,,Drug/Narcotics,that person Marijuana
2108,,Drug/Narcotics,that person did dumb things because they are drunk
2109,,Drug/Narcotics,that person drunk in public
2110,,Drug/Narcotics,that person smells like alcohol
2111,,Drug/Narcotics,that person blacked out
2112,,Drug/Narcotics,that person was drinking
2113,,Drug/Narcotics,that person  had vodka
2114,,Drug/Narcotics,that person  has beer
2115,,Drug/Narcotics,that person at a bar
2116,,Drug/Narcotics,that person gin
2117,,Drug/Narcotics,that person possession
2118,,Drug/Narcotics,that person bong
2119,,Drug/Narcotics,that person selling drugs
2120,,Drug/Narcotics,that person dealing drugs
2121,,Drug/Narcotics,that person dealing weed
2122,,Drug/Narcotics,that person rock
2123,,Drug/Narcotics,that person ounce
2124,,Drug/Narcotics,that person gram
2125,,Drug/Narcotics,that person has white powder
2126,,Drug/Narcotics,that person trafficking
2127,,Drug/Narcotics,that person has a lot of drugs
2128,,Drug/Narcotics,that person has a shipment
2129,,Drug/Narcotics,that person hallucinating
2130,,Drug/Narcotics,that person tripping out
2131,,Drug/Narcotics,that person took acid
2132,,Drug/Narcotics,that person is addicted to
2133,,Drug/Narcotics,that person growing weed
2134,,Drug/Narcotics,that person cooking meth
2135,,Drug/Narcotics,that person making meth
2136,,Drug/Narcotics,that person is making drugs
2137,,Drug/Narcotics,that person smoking a blunt
2138,,Drug/Narcotics,that person tripping out
2139,,Drug/Narcotics,that person drank too much
2140,,Drug/Narcotics,that person greened out
2141,,Drug/Narcotics,that person shooting up at
2142,,Drug/Narcotics,that person shooting up in
2143,,Drug/Narcotics,that person alley
2144,,Drug/Narcotics,that person trap
2145,,Drug/Narcotics,them took drugs
2146,,Drug/Narcotics,them snorted drugs
2147,,Drug/Narcotics,them had drugs
2148,,Drug/Narcotics,them smoked drugs
2149,,Drug/Narcotics,them injected drugs
2150,,Drug/Narcotics,them doing drugs
2151,,Drug/Narcotics,them heroin
2152,,Drug/Narcotics,them had meth
2153,,Drug/Narcotics,them had crack
2154,,Drug/Narcotics,them had weed
2155,,Drug/Narcotics,them had coke
2156,,Drug/Narcotics,them had cocaine
2157,,Drug/Narcotics,them doing meth
2158,,Drug/Narcotics,them doing coke
2159,,Drug/Narcotics,them was selling drugs
2160,,Drug/Narcotics,them was selling coke
2161,,Drug/Narcotics,them was selling meth
2162,,Drug/Narcotics,them was selling weed
2163,,Drug/Narcotics,them cocaine
2164,,Drug/Narcotics,them coke
2165,,Drug/Narcotics,them was selling xanax
2166,,Drug/Narcotics,them smoked weed
2167,,Drug/Narcotics,them smoked crack
2168,,Drug/Narcotics,them smoked meth
2169,,Drug/Narcotics,them smoked from a pipe
2170,,Drug/Narcotics,them had a joint
2171,,Drug/Narcotics,them smells like weed
2172,,Drug/Narcotics,them smells like skunk
2173,,Drug/Narcotics,them had needles
2174,,Drug/Narcotics,them dropped needles
2175,,Drug/Narcotics,them has Heroin needles
2176,,Drug/Narcotics,them  seems high
2177,,Drug/Narcotics,them has used ecstasy
2178,,Drug/Narcotics,them has used Amphetamines
2179,,Drug/Narcotics,them has used Cocaine
2180,,Drug/Narcotics,them has used Methamphetamine
2181,,Drug/Narcotics,them has used crack
2182,,Drug/Narcotics,them on drugs
2183,,Drug/Narcotics,them Marijuana Dispensary
2184,,Drug/Narcotics,them weed
2185,,Drug/Narcotics,them smells like weed
2186,,Drug/Narcotics,them Marijuana
2187,,Drug/Narcotics,them did dumb things because they are drunk
2188,,Drug/Narcotics,them drunk in public
2189,,Drug/Narcotics,them smells like alcohol
2190,,Drug/Narcotics,them blacked out
2191,,Drug/Narcotics,them was drinking
2192,,Drug/Narcotics,them  had vodka
2193,,Drug/Narcotics,them  has beer
2194,,Drug/Narcotics,them at a bar
2195,,Drug/Narcotics,them gin
2196,,Drug/Narcotics,them possession
2197,,Drug/Narcotics,them bong
2198,,Drug/Narcotics,them selling drugs
2199,,Drug/Narcotics,them dealing drugs
2200,,Drug/Narcotics,them dealing weed
2201,,Drug/Narcotics,them rock
2202,,Drug/Narcotics,them ounce
2203,,Drug/Narcotics,them gram
2204,,Drug/Narcotics,them has white powder
2205,,Drug/Narcotics,them trafficking
2206,,Drug/Narcotics,them has a lot of drugs
2207,,Drug/Narcotics,them has a shipment
2208,,Drug/Narcotics,them hallucinating
2209,,Drug/Narcotics,them tripping out
2210,,Drug/Narcotics,them took acid
2211,,Drug/Narcotics,them is addicted to
2212,,Drug/Narcotics,them growing weed
2213,,Drug/Narcotics,them cooking meth
2214,,Drug/Narcotics,them making meth
2215,,Drug/Narcotics,them is making drugs
2216,,Drug/Narcotics,them smoking a blunt
2217,,Drug/Narcotics,them tripping out
2218,,Drug/Narcotics,them drank too much
2219,,Drug/Narcotics,them greened out
2220,,Drug/Narcotics,them shooting up at
2221,,Drug/Narcotics,them shooting up in
2222,,Drug/Narcotics,them alley
2223,,Drug/Narcotics,them trap
2224,,Drug/Narcotics,I see took drugs
2225,,Drug/Narcotics,I see snorted drugs
2226,,Drug/Narcotics,I see had drugs
2227,,Drug/Narcotics,I see smoked drugs
2228,,Drug/Narcotics,I see injected drugs
2229,,Drug/Narcotics,I see doing drugs
2230,,Drug/Narcotics,I see heroin
2231,,Drug/Narcotics,I see had meth
2232,,Drug/Narcotics,I see had crack
2233,,Drug/Narcotics,I see had weed
2234,,Drug/Narcotics,I see had coke
2235,,Drug/Narcotics,I see had cocaine
2236,,Drug/Narcotics,I see doing meth
2237,,Drug/Narcotics,I see doing coke
2238,,Drug/Narcotics,I see was selling drugs
2239,,Drug/Narcotics,I see was selling coke
2240,,Drug/Narcotics,I see was selling meth
2241,,Drug/Narcotics,I see was selling weed
2242,,Drug/Narcotics,I see cocaine
2243,,Drug/Narcotics,I see coke
2244,,Drug/Narcotics,I see was selling xanax
2245,,Drug/Narcotics,I see smoked weed
2246,,Drug/Narcotics,I see smoked crack
2247,,Drug/Narcotics,I see smoked meth
2248,,Drug/Narcotics,I see smoked from a pipe
2249,,Drug/Narcotics,I see had a joint
2250,,Drug/Narcotics,I see smells like weed
2251,,Drug/Narcotics,I see smells like skunk
2252,,Drug/Narcotics,I see had needles
2253,,Drug/Narcotics,I see dropped needles
2254,,Drug/Narcotics,I see has Heroin needles
2255,,Drug/Narcotics,I see  seems high
2256,,Drug/Narcotics,I see has used ecstasy
2257,,Drug/Narcotics,I see has used Amphetamines
2258,,Drug/Narcotics,I see has used Cocaine
2259,,Drug/Narcotics,I see has used Methamphetamine
2260,,Drug/Narcotics,I see has used crack
2261,,Drug/Narcotics,I see on drugs
2262,,Drug/Narcotics,I see Marijuana Dispensary
2263,,Drug/Narcotics,I see weed
2264,,Drug/Narcotics,I see smells like weed
2265,,Drug/Narcotics,I see Marijuana
2266,,Drug/Narcotics,I see did dumb things because they are drunk
2267,,Drug/Narcotics,I see drunk in public
2268,,Drug/Narcotics,I see smells like alcohol
2269,,Drug/Narcotics,I see blacked out
2270,,Drug/Narcotics,I see was drinking
2271,,Drug/Narcotics,I see  had vodka
2272,,Drug/Narcotics,I see  has beer
2273,,Drug/Narcotics,I see at a bar
2274,,Drug/Narcotics,I see gin
2275,,Drug/Narcotics,I see possession
2276,,Drug/Narcotics,I see bong
2277,,Drug/Narcotics,I see selling drugs
2278,,Drug/Narcotics,I see dealing drugs
2279,,Drug/Narcotics,I see dealing weed
2280,,Drug/Narcotics,I see rock
2281,,Drug/Narcotics,I see ounce
2282,,Drug/Narcotics,I see gram
2283,,Drug/Narcotics,I see has white powder
2284,,Drug/Narcotics,I see trafficking
2285,,Drug/Narcotics,I see has a lot of drugs
2286,,Drug/Narcotics,I see has a shipment
2287,,Drug/Narcotics,I see hallucinating
2288,,Drug/Narcotics,I see tripping out
2289,,Drug/Narcotics,I see took acid
2290,,Drug/Narcotics,I see is addicted to
2291,,Drug/Narcotics,I see growing weed
2292,,Drug/Narcotics,I see cooking meth
2293,,Drug/Narcotics,I see making meth
2294,,Drug/Narcotics,I see is making drugs
2295,,Drug/Narcotics,I see smoking a blunt
2296,,Drug/Narcotics,I see tripping out
2297,,Drug/Narcotics,I see drank too much
2298,,Drug/Narcotics,I see greened out
2299,,Drug/Narcotics,I see shooting up at
2300,,Drug/Narcotics,I see shooting up in
2301,,Drug/Narcotics,I see alley
2302,,Drug/Narcotics,I see trap
2303,,Drug/Narcotics,There is took drugs
2304,,Drug/Narcotics,There is snorted drugs
2305,,Drug/Narcotics,There is had drugs
2306,,Drug/Narcotics,There is smoked drugs
2307,,Drug/Narcotics,There is injected drugs
2308,,Drug/Narcotics,There is doing drugs
2309,,Drug/Narcotics,There is heroin
2310,,Drug/Narcotics,There is had meth
2311,,Drug/Narcotics,There is had crack
2312,,Drug/Narcotics,There is had weed
2313,,Drug/Narcotics,There is had coke
2314,,Drug/Narcotics,There is had cocaine
2315,,Drug/Narcotics,There is doing meth
2316,,Drug/Narcotics,There is doing coke
2317,,Drug/Narcotics,There is was selling drugs
2318,,Drug/Narcotics,There is was selling coke
2319,,Drug/Narcotics,There is was selling meth
2320,,Drug/Narcotics,There is was selling weed
2321,,Drug/Narcotics,There is cocaine
2322,,Drug/Narcotics,There is coke
2323,,Drug/Narcotics,There is was selling xanax
2324,,Drug/Narcotics,There is smoked weed
2325,,Drug/Narcotics,There is smoked crack
2326,,Drug/Narcotics,There is smoked meth
2327,,Drug/Narcotics,There is smoked from a pipe
2328,,Drug/Narcotics,There is had a joint
2329,,Drug/Narcotics,There is smells like weed
2330,,Drug/Narcotics,There is smells like skunk
2331,,Drug/Narcotics,There is had needles
2332,,Drug/Narcotics,There is dropped needles
2333,,Drug/Narcotics,There is has Heroin needles
2334,,Drug/Narcotics,There is  seems high
2335,,Drug/Narcotics,There is has used ecstasy
2336,,Drug/Narcotics,There is has used Amphetamines
2337,,Drug/Narcotics,There is has used Cocaine
2338,,Drug/Narcotics,There is has used Methamphetamine
2339,,Drug/Narcotics,There is has used crack
2340,,Drug/Narcotics,There is on drugs
2341,,Drug/Narcotics,There is Marijuana Dispensary
2342,,Drug/Narcotics,There is weed
2343,,Drug/Narcotics,There is smells like weed
2344,,Drug/Narcotics,There is Marijuana
2345,,Drug/Narcotics,There is did dumb things because they are drunk
2346,,Drug/Narcotics,There is drunk in public
2347,,Drug/Narcotics,There is smells like alcohol
2348,,Drug/Narcotics,There is blacked out
2349,,Drug/Narcotics,There is was drinking
2350,,Drug/Narcotics,There is  had vodka
2351,,Drug/Narcotics,There is  has beer
2352,,Drug/Narcotics,There is at a bar
2353,,Drug/Narcotics,There is gin
2354,,Drug/Narcotics,There is possession
2355,,Drug/Narcotics,There is bong
2356,,Drug/Narcotics,There is selling drugs
2357,,Drug/Narcotics,There is dealing drugs
2358,,Drug/Narcotics,There is dealing weed
2359,,Drug/Narcotics,There is rock
2360,,Drug/Narcotics,There is ounce
2361,,Drug/Narcotics,There is gram
2362,,Drug/Narcotics,There is has white powder
2363,,Drug/Narcotics,There is trafficking
2364,,Drug/Narcotics,There is has a lot of drugs
2365,,Drug/Narcotics,There is has a shipment
2366,,Drug/Narcotics,There is hallucinating
2367,,Drug/Narcotics,There is tripping out
2368,,Drug/Narcotics,There is took acid
2369,,Drug/Narcotics,There is is addicted to
2370,,Drug/Narcotics,There is growing weed
2371,,Drug/Narcotics,There is cooking meth
2372,,Drug/Narcotics,There is making meth
2373,,Drug/Narcotics,There is is making drugs
